Source,Destination,Protocol,SrcPort,DstPort,DataSize,Duration
115.156.142.147,58.205.215.162,6,51698,80,10396,2570.023
122.188.185.27,183.94.22.17,6,443,5032,1288,2570.204
210.42.68.11,115.156.142.6,6,80,60724,325598,2570.355
111.205.94.20,183.94.22.94,6,443,49188,8190,2570.416
115.156.142.229,124.236.26.167,6,53534,80,3533,2570.44
115.156.143.61,17.57.145.133,6,58088,5223,3962,2570.453
43.137.23.178,115.156.143.180,6,8080,7351,1108,2570.472
218.106.117.236,112.80.183.11,6,50630,443,2191,2570.516
223.15.21.58,115.156.144.176,6,33233,9154,684,2570.56
122.189.225.47,183.94.22.63,6,443,49582,769736,2570.569
122.191.18.55,183.95.73.13,6,19999,51325,504797,2571.471
220.181.111.57,115.156.144.165,17,18973,44532,5571,2571.618
124.223.121.102,183.94.22.44,6,443,51971,1489,2571.789
106.15.105.54,115.156.141.70,6,443,49166,3543,2572.156
115.156.143.173,23.44.216.140,1,,,5528,2572.179
157.148.45.141,218.106.117.232,6,80,51431,180,2572.227
20.190.163.18,115.156.144.39,6,443,55123,13803,2572.229
115.156.144.41,58.205.222.15,6,44328,80,3354,2572.348
58.19.27.32,36.212.28.128,6,59979,28455,664,2572.587
34.84.242.114,222.20.98.77,6,80,46782,198,2572.661
125.36.181.16,183.94.22.10,6,443,46892,539,2573.078
115.156.141.116,104.208.16.90,6,59881,443,120,2573.118
111.29.57.160,115.156.141.149,6,41300,38762,2742,2573.143
115.156.142.11,101.229.252.91,6,57691,6881,1008,2573.505
183.94.22.32,112.132.119.67,6,6731,443,417,2573.682
112.80.183.81,183.94.22.85,6,5223,58707,7852,2574.104
222.20.83.82,121.194.11.72,6,65160,443,156,2574.155
58.22.255.90,183.94.22.100,17,25325,36895,110895,2574.256
122.205.0.94,183.69.233.5,17,12345,2138,952,2574.276
113.57.34.44,183.95.73.80,6,49155,58843,2161398,2574.342
183.94.22.19,113.56.145.174,6,38882,443,2871,2574.418
8.149.243.166,183.95.73.68,6,443,53588,808,2574.623
183.95.73.68,8.149.243.166,6,53588,443,1116,2574.907
111.206.174.203,183.94.22.39,6,443,39396,559,2574.924
218.106.117.236,60.219.83.248,17,58210,1474,1631,2574.946
124.251.34.202,115.156.143.167,6,443,56468,4200,2575.544
115.156.141.136,118.184.136.141,6,10301,15558,180,2575.917
123.6.129.44,218.106.117.236,6,443,35626,180,2576.184
220.202.7.101,183.95.73.54,6,443,45614,1580,2576.357
123.138.67.15,218.106.117.229,17,5505,44482,142,2577.041
183.50.249.227,115.156.144.214,6,22270,55793,192572,2577.2
49.7.88.4,183.95.73.29,6,443,43382,237,2577.536
115.156.144.215,210.42.68.13,6,42270,80,6018,2577.538
119.36.34.172,183.94.22.91,6,443,46844,833919,2577.572
117.34.84.12,218.197.231.6,6,443,55754,90624,2577.723
183.94.22.60,183.93.101.64,6,52464,443,2783,2578.054
183.95.73.73,183.2.140.99,17,7800,8105,132,2578.146
222.20.72.29,104.21.63.170,6,43758,443,7784,2578.211
118.25.168.233,183.95.73.77,6,443,38252,23290,2578.53
222.192.187.242,115.156.141.46,6,80,52372,7820,2578.552
157.255.246.41,183.94.22.12,17,8030,34476,365,2578.684
115.156.143.73,210.42.68.8,6,40140,80,1773,2578.747
218.106.117.232,175.170.14.82,17,11745,4880,513098,2578.843
157.0.146.48,218.106.117.236,17,4040,45176,468,2578.913
61.240.206.12,183.95.73.55,6,443,4547,12850,2578.937
223.167.21.147,218.106.117.232,17,1338,13102,358,2578.956
122.205.9.125,106.74.41.154,6,43454,443,480,2578.967
58.243.203.41,183.95.73.38,6,443,49933,33088,2579.16
69.231.153.77,222.20.32.95,6,443,40612,2340,2579.542
209.222.252.31,222.20.98.132,6,18480,60296,6122,2579.614
115.156.144.124,156.238.222.66,6,45868,443,4527,2579.982
115.156.141.216,120.253.255.162,6,59464,443,2488,2579.984
121.51.167.108,122.205.5.129,17,8023,1863,368,2580.106
61.161.0.184,183.94.22.53,17,443,55247,569181,2580.237
115.156.144.182,182.61.200.83,6,40590,443,631,2580.383
43.142.215.95,218.106.117.236,6,443,6493,643,2580.393
115.156.143.217,140.240.47.174,6,7452,33901,6263,2580.397
115.156.141.179,203.119.252.21,17,60199,443,12672,2580.436
58.19.27.49,58.241.254.106,17,51391,9631,2481,2580.572
115.156.141.211,202.90.108.11,6,48050,443,2363,2580.576
109.244.255.123,115.156.144.120,17,443,14836,21098,2580.729
122.191.18.51,183.94.22.16,6,19999,49405,258841,2580.737
222.192.187.245,115.156.143.87,6,443,38772,915550,2580.91
157.148.42.178,183.94.22.68,6,2099,56566,8633,2580.931
139.196.36.248,115.156.142.88,6,443,33512,2360,2580.936
115.156.144.52,106.117.242.63,17,61455,4480,4811,2581.261
115.156.142.134,140.205.70.240,17,49450,443,314,2581.35
218.106.117.236,122.137.153.178,17,8598,42717,232,2581.481
156.238.204.69,115.156.143.249,6,443,52761,105938,2581.486
115.156.142.133,121.194.11.73,6,58678,443,5874,2581.693
61.54.108.80,183.95.73.85,17,31780,13741,1611,2581.727
119.125.8.56,183.95.73.21,17,21543,60786,258,2581.818
115.156.141.126,1.84.103.58,17,57460,57873,124,2581.829
58.19.27.43,61.135.195.45,6,45560,443,1636,2582.043
115.156.142.139,222.192.187.244,6,59318,443,991,2582.44
115.156.144.42,17.57.145.134,6,60329,5223,230,2582.535
49.7.36.197,115.156.142.136,6,8081,37914,632,2582.613
218.106.117.236,112.65.195.38,17,47395,443,1038,2582.668
116.162.34.80,183.94.22.33,17,443,59874,1609,2582.694
210.42.68.2,115.156.143.213,6,80,48914,110848,2583.397
180.153.201.124,115.156.141.8,6,80,41262,7162,2583.487
222.192.187.253,218.197.197.129,6,80,42630,2964,2584.009
115.156.143.162,58.205.222.13,6,48682,80,6930,2584.106
116.162.46.244,183.94.22.31,17,443,60922,2308,2584.15
202.89.233.96,183.94.22.91,6,443,56603,6915,2584.197
183.94.22.80,116.172.66.189,6,53272,8443,60398,2584.317
157.148.58.72,183.95.73.23,6,443,60808,4531,2584.354
125.39.196.254,218.106.117.236,6,8001,59024,1565,2584.393
121.194.11.73,222.20.32.139,6,443,65409,386,2584.66
222.20.32.225,34.237.241.83,6,57765,443,120,2584.796
1.13.127.211,115.156.144.178,6,443,60282,11625,2584.999
69.231.153.77,115.156.143.25,6,443,7680,378,2585.015
202.90.110.46,183.95.73.36,6,443,52991,23705,2585.578
122.189.171.106,183.94.22.44,6,443,44400,1108,2585.663
116.209.192.110,115.156.142.162,17,8532,8567,75825,2585.699
183.95.73.54,157.148.45.141,6,51478,80,702,2586.172
58.19.27.27,36.249.167.54,17,54304,12345,592,2586.316
115.156.141.184,111.39.114.5,6,43886,22471,1134,2586.338
203.119.174.148,115.156.141.47,6,443,55250,2025,2586.659
218.106.117.236,123.88.160.210,6,54176,4470,264,2742.464
43.137.154.198,115.156.143.97,6,443,49144,85637,2742.686
110.85.5.232,202.114.212.182,17,35904,21264,1056,2742.87
115.156.142.89,120.210.83.13,6,39688,22529,1301,2742.913
37.77.81.70,218.106.117.236,6,443,50064,924025,2743.243
58.20.209.159,183.95.73.68,6,80,46350,98249,2743.294
34.149.100.209,218.106.117.236,6,443,61924,15911,2743.404
218.197.196.123,60.170.171.35,17,55167,9783,733,2743.421
202.114.132.61,202.89.233.101,6,49946,443,17853,2743.929
109.244.227.39,183.95.73.14,6,443,60220,2908,2744.105
210.42.68.4,115.156.141.47,6,80,34084,303889,2744.124
